,rf_fpr,rf_tpr,feat
0,0.0,0.0,simplefeat
1,0.0,0.0022693635915145534,simplefeat
2,0.0,0.00493339911198816,simplefeat
3,0.0,0.005624074987666502,simplefeat
4,0.0,0.007498766650222003,simplefeat
5,0.0,0.008189442525900346,simplefeat
6,0.0,0.008485446472619635,simplefeat
7,0.0,0.008880118401578688,simplefeat
8,0.0,0.009077454366058214,simplefeat
9,0.0,0.00986679822397632,simplefeat
10,0.0,0.009965466206216083,simplefeat
11,0.0,0.010261470152935373,simplefeat
12,0.0,0.010360138135175136,simplefeat
13,0.0,0.011050814010853479,simplefeat
14,0.0,0.011840157868771583,simplefeat
15,0.0,0.011938825851011347,simplefeat
16,0.0,0.012530833744449925,simplefeat
17,0.0,0.012826837691169216,simplefeat
18,0.0,0.013024173655648742,simplefeat
19,0.0,0.013813517513566848,simplefeat
20,0.0,0.014602861371484954,simplefeat
21,0.0,0.014898865318204243,simplefeat
22,0.0,0.015096201282683769,simplefeat
23,0.0,0.015490873211642822,simplefeat
24,0.0,0.015688209176122347,simplefeat
25,0.0,0.015786877158362113,simplefeat
26,0.0,0.016477553034040453,simplefeat
27,0.0,0.016576221016280215,simplefeat
28,0.0,0.017168228909718797,simplefeat
29,0.0,0.01726689689195856,simplefeat
30,0.0,0.017464232856438087,simplefeat
31,0.0,0.01756290083867785,simplefeat
32,0.0,0.017760236803157376,simplefeat
33,0.0,0.017858904785397138,simplefeat
34,0.0,0.018056240749876665,simplefeat
35,0.0,0.018154908732116427,simplefeat
36,0.0,0.018648248643315244,simplefeat
37,0.0,0.01884558460779477,simplefeat
38,0.0,0.019042920572274295,simplefeat
39,0.0,0.019240256536753823,simplefeat
40,0.0,0.019536260483473112,simplefeat
41,0.0,0.020226936359151456,simplefeat
42,0.0,0.020621608288110507,simplefeat
43,0.0,0.020818944252590035,simplefeat
44,0.0,0.021016280217069562,simplefeat
45,0.0,0.021114948199309324,simplefeat
46,0.0,0.021509620128268375,simplefeat
47,0.0,0.022101628021706957,simplefeat
48,0.0,0.02249629995066601,simplefeat
49,0.0,0.02259496793290577,simplefeat
50,0.0,0.022989639861864825,simplefeat
51,0.0,0.024272323630981748,simplefeat
52,0.0,0.024568327577701037,simplefeat
53,0.0,0.02476566354218056,simplefeat
54,0.0,0.025357671435619143,simplefeat
55,0.0,0.025555007400098667,simplefeat
56,0.0,0.025851011346817956,simplefeat
57,0.0,0.026147015293537246,simplefeat
58,0.0,0.026443019240256535,simplefeat
59,0.0,0.026640355204736062,simplefeat
60,0.0,0.027035027133695117,simplefeat
61,0.0,0.027331031080414406,simplefeat
62,0.0,0.027824370991613223,simplefeat
63,0.0,0.028021706956092747,simplefeat
64,0.0,0.028219042920572274,simplefeat
65,0.0,0.028416378885051802,simplefeat
66,0.0,0.02871238283177109,simplefeat
67,0.0,0.02900838677849038,simplefeat
68,0.0,0.02969906265416872,simplefeat
69,0.0,0.02989639861864825,simplefeat
70,0.0,0.030389738529847065,simplefeat
71,0.0,0.030587074494326592,simplefeat
72,0.0,0.030981746423285644,simplefeat
73,0.0,0.031869758263443515,simplefeat
74,0.0,0.03206709422792304,simplefeat
75,0.0,0.03256043413912185,simplefeat
76,0.0,0.03275777010360138,simplefeat
77,0.0,0.03295510606808091,simplefeat
78,0.0,0.03315244203256043,simplefeat
79,0.0,0.034632461766156884,simplefeat
80,0.0,0.034928465712876174,simplefeat
81,0.0,0.0351258016773557,simplefeat
82,0.0,0.03532313764183522,simplefeat
83,0.00010136847440446021,0.035717809570794276,simplefeat
84,0.00010136847440446021,0.036013813517513565,simplefeat
85,0.00010136847440446021,0.03640848544647262,simplefeat
86,0.00010136847440446021,0.036605821410952144,simplefeat
87,0.00010136847440446021,0.03690182535767143,simplefeat
88,0.00020273694880892042,0.03690182535767143,simplefeat
89,0.00020273694880892042,0.03719782930439072,simplefeat
90,0.0003041054232133806,0.037395165268870253,simplefeat
91,0.0003041054232133806,0.03808584114454859,simplefeat
92,0.0005068423720223011,0.03808584114454859,simplefeat
93,0.0005068423720223011,0.03838184509126789,simplefeat
94,0.0005068423720223011,0.0396645288603848,simplefeat
95,0.0005068423720223011,0.03986186482486433,simplefeat
96,0.0005068423720223011,0.04134188455846078,simplefeat
97,0.0006082108464267612,0.04134188455846078,simplefeat
98,0.0006082108464267612,0.041736556487419835,simplefeat
99,0.0006082108464267612,0.04193389245189936,simplefeat
100,0.0006082108464267612,0.04213122841637888,simplefeat
101,0.0006082108464267612,0.04232856438085841,simplefeat
102,0.0006082108464267612,0.04282190429205723,simplefeat
103,0.0007095793208312215,0.04282190429205723,simplefeat
104,0.0007095793208312215,0.043413912185495805,simplefeat
105,0.0007095793208312215,0.043611248149975336,simplefeat
106,0.0007095793208312215,0.046176615688209174,simplefeat
107,0.0008109477952356817,0.046176615688209174,simplefeat
108,0.0008109477952356817,0.04627528367044894,simplefeat
109,0.000912316269640142,0.046472619634928464,simplefeat
110,0.000912316269640142,0.04795263936852491,simplefeat
111,0.0011150532184490624,0.04795263936852491,simplefeat
112,0.0011150532184490624,0.048051307350764676,simplefeat
113,0.0012164216928535225,0.048051307350764676,simplefeat
114,0.0012164216928535225,0.048248643315244207,simplefeat
115,0.0012164216928535225,0.0493339911198816,simplefeat
116,0.0015205271160669033,0.0493339911198816,simplefeat
117,0.0015205271160669033,0.04962999506660089,simplefeat
118,0.0015205271160669033,0.04992599901332018,simplefeat
119,0.0015205271160669033,0.050222002960039466,simplefeat
120,0.0016218955904713634,0.050222002960039466,simplefeat
121,0.0016218955904713634,0.050814010853478045,simplefeat
122,0.0016218955904713634,0.051110014800197334,simplefeat
123,0.0016218955904713634,0.05209669462259497,simplefeat
124,0.0016218955904713634,0.05229403058707449,simplefeat
125,0.0016218955904713634,0.05259003453379378,simplefeat
126,0.0017232640648758236,0.05259003453379378,simplefeat
127,0.0017232640648758236,0.052984706462752836,simplefeat
128,0.0017232640648758236,0.053182042427232366,simplefeat
129,0.001824632539280284,0.053182042427232366,simplefeat
130,0.001824632539280284,0.0549580661075481,simplefeat
131,0.001926001013684744,0.0549580661075481,simplefeat
132,0.001926001013684744,0.05505673408978786,simplefeat
133,0.0020273694880892043,0.05505673408978786,simplefeat
134,0.0020273694880892043,0.056043413912185494,simplefeat
135,0.0021287379624936645,0.05614208189442526,simplefeat
136,0.0021287379624936645,0.057622101628021706,simplefeat
137,0.002230106436898125,0.057622101628021706,simplefeat
138,0.002230106436898125,0.058411445485939816,simplefeat
139,0.002331474911302585,0.058411445485939816,simplefeat
140,0.002331474911302585,0.05860878145041934,simplefeat
141,0.002432843385707045,0.05860878145041934,simplefeat
142,0.002432843385707045,0.05890478539713863,simplefeat
143,0.0026355803345159655,0.05890478539713863,simplefeat
144,0.0026355803345159655,0.05920078934385792,simplefeat
145,0.0027369488089204258,0.05920078934385792,simplefeat
146,0.0027369488089204258,0.060088801184015786,simplefeat
147,0.002838317283324886,0.060088801184015786,simplefeat
148,0.002838317283324886,0.060976813024173654,simplefeat
149,0.0029396857577293463,0.060976813024173654,simplefeat
150,0.0029396857577293463,0.06127281697089294,simplefeat
151,0.0030410542321338066,0.06127281697089294,simplefeat
152,0.0030410542321338066,0.06137148495313271,simplefeat
153,0.0031424227065382664,0.06137148495313271,simplefeat
154,0.0031424227065382664,0.06196349284657129,simplefeat
155,0.0032437911809427267,0.06196349284657129,simplefeat
156,0.0032437911809427267,0.06216082881105081,simplefeat
157,0.0032437911809427267,0.06235816477553034,simplefeat
158,0.0032437911809427267,0.0635421805624075,simplefeat
159,0.003345159655347187,0.0635421805624075,simplefeat
160,0.003345159655347187,0.06393685249136655,simplefeat
161,0.0034465281297516473,0.06393685249136655,simplefeat
162,0.0034465281297516473,0.06413418845584608,simplefeat
163,0.0034465281297516473,0.06452886038480513,simplefeat
164,0.0034465281297516473,0.065416872224963,simplefeat
165,0.0035478966041561076,0.065416872224963,simplefeat
166,0.0035478966041561076,0.06630488406512086,simplefeat
167,0.003649265078560568,0.06630488406512086,simplefeat
168,0.003649265078560568,0.06748889985199803,simplefeat
169,0.0037506335529650277,0.06748889985199803,simplefeat
170,0.0037506335529650277,0.06788357178095708,simplefeat
171,0.0037506335529650277,0.06808090774543661,simplefeat
172,0.0037506335529650277,0.06817957572767637,simplefeat
173,0.003852002027369488,0.06817957572767637,simplefeat
174,0.003852002027369488,0.06867291563887519,simplefeat
175,0.0040547389761784085,0.06867291563887519,simplefeat
176,0.0040547389761784085,0.06956092747903306,simplefeat
177,0.004156107450582869,0.06956092747903306,simplefeat
178,0.004156107450582869,0.0699555994079921,simplefeat
179,0.004257475924987329,0.0699555994079921,simplefeat
180,0.004257475924987329,0.07015293537247164,simplefeat
181,0.004358844399391789,0.07015293537247164,simplefeat
182,0.004358844399391789,0.07153428712382832,simplefeat
183,0.00446021287379625,0.07153428712382832,simplefeat
184,0.00446021287379625,0.07163295510606808,simplefeat
185,0.00446021287379625,0.07183029107054761,simplefeat
186,0.00446021287379625,0.07222496299950666,simplefeat
187,0.00456158134820071,0.07222496299950666,simplefeat
188,0.00456158134820071,0.07232363098174642,simplefeat
189,0.00476431829700963,0.07232363098174642,simplefeat
190,0.00476431829700963,0.07252096694622595,simplefeat
191,0.00476431829700963,0.07271830291070548,simplefeat
192,0.00476431829700963,0.072915638875185,simplefeat
193,0.00476431829700963,0.07321164282190429,simplefeat
194,0.00476431829700963,0.07331031080414406,simplefeat
195,0.00496705524581855,0.07331031080414406,simplefeat
196,0.00496705524581855,0.07429699062654169,simplefeat
197,0.00506842372022301,0.07429699062654169,simplefeat
198,0.00506842372022301,0.07469166255550073,simplefeat
199,0.005169792194627471,0.07469166255550073,simplefeat
200,0.005169792194627471,0.07479033053774051,simplefeat
201,0.005169792194627471,0.07498766650222002,simplefeat
202,0.005271160669031931,0.07498766650222002,simplefeat
203,0.005271160669031931,0.07518500246669955,simplefeat
204,0.005372529143436391,0.07518500246669955,simplefeat
205,0.005372529143436391,0.07577701036013813,simplefeat
206,0.0054738976178408515,0.07577701036013813,simplefeat
207,0.0054738976178408515,0.07627035027133695,simplefeat
208,0.005575266092245312,0.07627035027133695,simplefeat
209,0.005575266092245312,0.07636901825357671,simplefeat
210,0.005575266092245312,0.07656635421805624,simplefeat
211,0.005575266092245312,0.0777503700049334,simplefeat
212,0.005676634566649772,0.0777503700049334,simplefeat
213,0.005676634566649772,0.07784903798717316,simplefeat
214,0.005778003041054232,0.07784903798717316,simplefeat
215,0.005778003041054232,0.07834237789837198,simplefeat
216,0.005879371515458693,0.07834237789837198,simplefeat
217,0.005879371515458693,0.07913172175629009,simplefeat
218,0.005980739989863153,0.07913172175629009,simplefeat
219,0.005980739989863153,0.07923038973852985,simplefeat
220,0.005980739989863153,0.07942772570300938,simplefeat
221,0.005980739989863153,0.08061174148988653,simplefeat
222,0.006082108464267613,0.08061174148988653,simplefeat
223,0.006082108464267613,0.0807104094721263,simplefeat
224,0.006284845413076533,0.0807104094721263,simplefeat
225,0.006284845413076533,0.08110508140108534,simplefeat
226,0.006386213887480993,0.08110508140108534,simplefeat
227,0.006386213887480993,0.0814997533300444,simplefeat
228,0.0064875823618854534,0.0814997533300444,simplefeat
229,0.0064875823618854534,0.08199309324124322,simplefeat
230,0.006588950836289914,0.08199309324124322,simplefeat
