,rf_fpr,rf_tpr,feat
0,0.0,0.0,tfidf
1,0.0,0.00493339911198816,tfidf
2,0.0,0.007498766650222003,tfidf
3,0.0,0.008090774543660582,tfidf
4,0.0,0.008189442525900346,tfidf
5,0.0,0.008386778490379871,tfidf
6,0.0,0.009176122348297977,tfidf
7,0.0,0.009472126295017267,tfidf
8,0.0,0.010360138135175136,tfidf
9,0.0,0.010557474099654662,tfidf
10,0.0,0.010656142081894426,tfidf
11,0.0,0.011938825851011347,tfidf
12,0.0,0.012136161815490874,tfidf
13,0.0,0.012530833744449925,tfidf
14,0.0,0.013122841637888506,tfidf
15,0.0,0.013517513566847559,tfidf
16,0.0,0.013813517513566848,tfidf
17,0.0,0.014997533300444005,tfidf
18,0.0,0.015984213122841637,tfidf
19,0.0,0.016082881105081402,tfidf
20,0.0,0.017760236803157376,tfidf
21,0.0,0.018549580661075482,tfidf
22,0.0,0.018746916625555006,tfidf
23,0.0,0.01943759250123335,tfidf
24,0.0,0.019634928465712877,tfidf
25,0.0,0.022002960039467192,tfidf
26,0.0,0.022397631968426247,tfidf
27,0.0,0.023384311790823877,tfidf
28,0.0,0.02407498766650222,tfidf
29,0.0,0.024173655648741982,tfidf
30,0.0,0.02437099161322151,tfidf
31,0.0,0.026640355204736062,tfidf
32,0.0,0.027035027133695117,tfidf
33,0.0,0.027331031080414406,tfidf
34,0.0,0.027627035027133696,tfidf
35,0.0,0.028021706956092747,tfidf
36,0.00010136847440446021,0.028021706956092747,tfidf
37,0.00010136847440446021,0.02871238283177109,tfidf
38,0.00010136847440446021,0.028909718796250615,tfidf
39,0.00010136847440446021,0.031080414405525406,tfidf
40,0.00020273694880892042,0.031080414405525406,tfidf
41,0.00020273694880892042,0.034928465712876174,tfidf
42,0.0003041054232133806,0.034928465712876174,tfidf
43,0.0003041054232133806,0.03542180562407499,tfidf
44,0.0003041054232133806,0.03581647755303404,tfidf
45,0.0003041054232133806,0.037099161322150964,tfidf
46,0.0003041054232133806,0.03729649728663049,tfidf
47,0.0003041054232133806,0.0377898371978293,tfidf
48,0.0003041054232133806,0.03798717316230883,tfidf
49,0.0003041054232133806,0.038184509126788356,tfidf
50,0.0003041054232133806,0.03838184509126789,tfidf
51,0.0003041054232133806,0.041243216576221015,tfidf
52,0.0003041054232133806,0.041440552540700545,tfidf
53,0.0003041054232133806,0.04242723236309817,tfidf
54,0.0003041054232133806,0.0426245683275777,tfidf
55,0.0003041054232133806,0.04272323630981746,tfidf
56,0.00040547389761784084,0.04272323630981746,tfidf
57,0.00040547389761784084,0.043709916132215094,tfidf
58,0.00040547389761784084,0.043907252096694625,tfidf
59,0.00040547389761784084,0.045584607794770596,tfidf
60,0.0005068423720223011,0.045584607794770596,tfidf
61,0.0005068423720223011,0.04676862358164775,tfidf
62,0.0006082108464267612,0.04676862358164775,tfidf
63,0.0006082108464267612,0.047755303404045386,tfidf
64,0.0007095793208312215,0.047755303404045386,tfidf
65,0.0007095793208312215,0.04795263936852491,tfidf
66,0.0007095793208312215,0.048051307350764676,tfidf
67,0.0008109477952356817,0.048051307350764676,tfidf
68,0.0008109477952356817,0.04953132708436112,tfidf
69,0.000912316269640142,0.04953132708436112,tfidf
70,0.000912316269640142,0.04962999506660089,tfidf
71,0.0010136847440446021,0.04962999506660089,tfidf
72,0.0010136847440446021,0.04982733103108041,tfidf
73,0.0010136847440446021,0.05032067094227923,tfidf
74,0.0011150532184490624,0.05032067094227923,tfidf
75,0.0011150532184490624,0.05061667488899852,tfidf
76,0.0012164216928535225,0.05061667488899852,tfidf
77,0.0012164216928535225,0.050814010853478045,tfidf
78,0.0012164216928535225,0.051011346817957576,tfidf
79,0.0012164216928535225,0.05170202269363591,tfidf
80,0.0013177901672579827,0.05170202269363591,tfidf
81,0.0013177901672579827,0.05209669462259497,tfidf
82,0.0013177901672579827,0.0530833744449926,tfidf
83,0.001419158641662443,0.0530833744449926,tfidf
84,0.001419158641662443,0.05446472619634928,tfidf
85,0.001419158641662443,0.05466206216082881,tfidf
86,0.001419158641662443,0.05476073014306857,tfidf
87,0.0015205271160669033,0.05476073014306857,tfidf
88,0.0015205271160669033,0.055451406018746915,tfidf
89,0.0016218955904713634,0.055451406018746915,tfidf
90,0.0016218955904713634,0.05614208189442526,tfidf
91,0.0017232640648758236,0.056240749876665025,tfidf
92,0.0017232640648758236,0.05742476566354218,tfidf
93,0.001824632539280284,0.05742476566354218,tfidf
94,0.001824632539280284,0.057622101628021706,tfidf
95,0.001824632539280284,0.059003453379378394,tfidf
96,0.001824632539280284,0.05949679329057721,tfidf
97,0.001824632539280284,0.06018746916625555,tfidf
98,0.0020273694880892043,0.06018746916625555,tfidf
99,0.0020273694880892043,0.06107548100641342,tfidf
100,0.0021287379624936645,0.06107548100641342,tfidf
101,0.0021287379624936645,0.06235816477553034,tfidf
102,0.002230106436898125,0.06235816477553034,tfidf
103,0.002230106436898125,0.06265416872224963,tfidf
104,0.002331474911302585,0.06265416872224963,tfidf
105,0.002331474911302585,0.06373951652688703,tfidf
106,0.002432843385707045,0.06373951652688703,tfidf
107,0.002432843385707045,0.0646275283670449,tfidf
108,0.002432843385707045,0.06482486433152441,tfidf
109,0.002432843385707045,0.06571287617168228,tfidf
110,0.002432843385707045,0.06591021213616181,tfidf
111,0.002432843385707045,0.06669955599407992,tfidf
112,0.002534211860111505,0.06669955599407992,tfidf
113,0.002534211860111505,0.0672915638875185,tfidf
114,0.0027369488089204258,0.0672915638875185,tfidf
115,0.0027369488089204258,0.06788357178095708,tfidf
116,0.0027369488089204258,0.06808090774543661,tfidf
117,0.002838317283324886,0.06808090774543661,tfidf
118,0.002838317283324886,0.06857424765663542,tfidf
119,0.0029396857577293463,0.06857424765663542,tfidf
120,0.0029396857577293463,0.06926492353231377,tfidf
121,0.0030410542321338066,0.06926492353231377,tfidf
122,0.0030410542321338066,0.07064627528367044,tfidf
123,0.0031424227065382664,0.07064627528367044,tfidf
124,0.0031424227065382664,0.07074494326591022,tfidf
125,0.0032437911809427267,0.07074494326591022,tfidf
126,0.0032437911809427267,0.07163295510606808,tfidf
127,0.003345159655347187,0.07163295510606808,tfidf
128,0.003345159655347187,0.07183029107054761,tfidf
129,0.0034465281297516473,0.07183029107054761,tfidf
130,0.0034465281297516473,0.0721262950172669,tfidf
131,0.0035478966041561076,0.0721262950172669,tfidf
132,0.0035478966041561076,0.07242229896398619,tfidf
133,0.003649265078560568,0.07242229896398619,tfidf
134,0.003649265078560568,0.07261963492846571,tfidf
135,0.003649265078560568,0.07281697089294524,tfidf
136,0.003649265078560568,0.07301430685742477,tfidf
137,0.0037506335529650277,0.07301430685742477,tfidf
138,0.0037506335529650277,0.07380365071534287,tfidf
139,0.003953370501773948,0.07380365071534287,tfidf
140,0.003953370501773948,0.07409965466206216,tfidf
141,0.0040547389761784085,0.07409965466206216,tfidf
142,0.0040547389761784085,0.07459299457326098,tfidf
143,0.004156107450582869,0.07459299457326098,tfidf
144,0.004156107450582869,0.076665022200296,tfidf
145,0.004156107450582869,0.07705969412925506,tfidf
146,0.004156107450582869,0.07725703009373458,tfidf
147,0.004257475924987329,0.07725703009373458,tfidf
148,0.004257475924987329,0.07745436605821411,tfidf
149,0.00446021287379625,0.07745436605821411,tfidf
150,0.00446021287379625,0.07765170202269364,tfidf
151,0.00456158134820071,0.07765170202269364,tfidf
152,0.00456158134820071,0.07784903798717316,tfidf
153,0.00456158134820071,0.07804637395165269,tfidf
154,0.00456158134820071,0.07814504193389245,tfidf
155,0.00466294982260517,0.07814504193389245,tfidf
156,0.00466294982260517,0.07844104588061174,tfidf
157,0.00476431829700963,0.07844104588061174,tfidf
158,0.00476431829700963,0.07942772570300938,tfidf
159,0.00486568677141409,0.07942772570300938,tfidf
160,0.00486568677141409,0.07992106561420818,tfidf
161,0.00486568677141409,0.08031573754316725,tfidf
162,0.00496705524581855,0.08031573754316725,tfidf
163,0.00496705524581855,0.080414405525407,tfidf
164,0.005169792194627471,0.080414405525407,tfidf
165,0.005169792194627471,0.0825851011346818,tfidf
166,0.005271160669031931,0.0825851011346818,tfidf
167,0.005271160669031931,0.08278243709916132,tfidf
168,0.005372529143436391,0.08278243709916132,tfidf
169,0.005372529143436391,0.08297977306364085,tfidf
170,0.0054738976178408515,0.08297977306364085,tfidf
171,0.0054738976178408515,0.08307844104588061,tfidf
172,0.005575266092245312,0.08307844104588061,tfidf
173,0.005575266092245312,0.0833744449925999,tfidf
174,0.005676634566649772,0.0833744449925999,tfidf
175,0.005676634566649772,0.08376911692155896,tfidf
176,0.005778003041054232,0.08376911692155896,tfidf
177,0.005778003041054232,0.08465712876171683,tfidf
178,0.005778003041054232,0.08485446472619634,tfidf
179,0.005879371515458693,0.08485446472619634,tfidf
180,0.005879371515458693,0.0852491366551554,tfidf
181,0.005980739989863153,0.0852491366551554,tfidf
182,0.005980739989863153,0.0855451406018747,tfidf
183,0.006082108464267613,0.0855451406018747,tfidf
184,0.006082108464267613,0.08593981253083374,tfidf
185,0.006183476938672073,0.08593981253083374,tfidf
186,0.006183476938672073,0.08672915638875185,tfidf
187,0.006284845413076533,0.08672915638875185,tfidf
188,0.006284845413076533,0.08692649235323138,tfidf
189,0.006386213887480993,0.08692649235323138,tfidf
190,0.006386213887480993,0.08791317217562901,tfidf
191,0.0064875823618854534,0.08791317217562901,tfidf
192,0.0064875823618854534,0.0882091761223483,tfidf
193,0.006588950836289914,0.08830784410458806,tfidf
194,0.006690319310694374,0.08830784410458806,tfidf
195,0.006690319310694374,0.08850518006906759,tfidf
196,0.0068930562595032946,0.08850518006906759,tfidf
197,0.0068930562595032946,0.08870251603354712,tfidf
198,0.007095793208312215,0.08870251603354712,tfidf
199,0.007095793208312215,0.08939319190922546,tfidf
200,0.007298530157121136,0.08939319190922546,tfidf
201,0.007298530157121136,0.09028120374938332,tfidf
202,0.007399898631525596,0.09028120374938332,tfidf
203,0.007399898631525596,0.09037987173162308,tfidf
204,0.007501267105930055,0.09037987173162308,tfidf
205,0.007501267105930055,0.09067587567834237,tfidf
206,0.007602635580334516,0.09067587567834237,tfidf
207,0.007602635580334516,0.09077454366058214,tfidf
208,0.007704004054738976,0.09077454366058214,tfidf
209,0.007704004054738976,0.09294523926985693,tfidf
210,0.007704004054738976,0.09343857918105575,tfidf
211,0.007704004054738976,0.0938332511100148,tfidf
212,0.007805372529143436,0.0938332511100148,tfidf
213,0.007805372529143436,0.09412925505673408,tfidf
214,0.007906741003547896,0.09412925505673408,tfidf
215,0.007906741003547896,0.09442525900345337,tfidf
216,0.008210846426761276,0.09442525900345337,tfidf
217,0.008210846426761276,0.0949185989146522,tfidf
218,0.008312214901165738,0.0949185989146522,tfidf
219,0.008312214901165738,0.09560927479033053,tfidf
220,0.008413583375570197,0.09560927479033053,tfidf
221,0.008413583375570197,0.0957079427725703,tfidf
222,0.008819057273188038,0.0957079427725703,tfidf
223,0.008819057273188038,0.09600394671928959,tfidf
224,0.0089204257475925,0.09600394671928959,tfidf
225,0.0089204257475925,0.09620128268376912,tfidf
226,0.009021794221996959,0.09620128268376912,tfidf
227,0.009021794221996959,0.09629995066600888,tfidf
